transacted_at,trx_id,retailer_id,description,amount,city_id
2017-11-24T19:00:00.000Z,2076943267,1245928212,unkn  ppd id: 100910,146.49,1528300441
2017-11-24T19:00:00.000Z,2076943241,85291309,Ahold     Beijing,236.89,627640221
2017-11-24T19:00:00.000Z,2076943209,847200066,Wal-Mart     ccd id: 417663    Harrisburg,90.23,216135201
2017-11-24T19:00:00.000Z,2076943208,847200066,unkn       Helena,25.87,1683103551
2017-11-24T19:00:00.000Z,2076943205,1295306792,Dick's Sporting Goods     ccd id: 373331   11-25,46.2,856233063
2017-11-24T19:00:00.000Z,2076943144,847200066,Wal-Mart     Pyongyang,78.81,1113785030
2017-11-24T19:00:00.000Z,2076943112,400404203,unkn     ppd id: 674785,294.74,1606354386
2017-11-24T19:00:00.000Z,2076943087,354400420,Subway     ccd id: 318694     Conakry,69.76,1076501928
2017-11-24T19:00:00.000Z,2076943052,103953879,Rite Aid  arc id: 854643,1910.8,1998549640
2017-11-24T19:00:00.000Z,2076943049,847200066,Wal-Mart          11-26,33.22,781290085
2017-11-24T19:00:00.000Z,2076943019,860355551,unkn   ccd id: 711366   11-24,168.87,350411713
2017-11-24T19:00:00.000Z,2076942340,643354906,BJ's,372.7,115209716
2017-11-24T19:00:00.000Z,2076942339,1334799521,unkn     ppd id: 209327  Concord   11-24,62.34,1606354386
2017-11-24T19:00:00.000Z,2076942307,1898522855,unkn    arc id: 216013    Indianapolis,61.72,1678157838
2017-11-24T19:00:00.000Z,2076942282,1445595477,Meijer    ccd id: 217679     Lincoln,366.9,1717498102
2017-11-24T19:00:00.000Z,2076942280,2001148981,Costco     ccd id: 380336     Bismarck,13.79,2055198208
2017-11-24T19:00:00.000Z,2076942274,2001148981,unkn    ppd id: 247514,333.41,559832710
2017-11-24T19:00:00.000Z,2076942246,9225731,AT&T Wireless  ppd id: 317333    Kingston,396.9,407629665
2017-11-24T19:00:00.000Z,2076942126,400404203,unkn    ccd id: 510763     11-24,2749.33,1359730291
2017-11-24T19:00:00.000Z,2076942065,354400420,Subway        11-26,57.2,569532635
2017-11-24T19:00:00.000Z,2076942056,400404203,CVS     ppd id: 1043011   Santa Fe    11-24,2400.69,1607451095
2017-11-24T19:00:00.000Z,2076941352,2001148981,Costco    ppd id: 1020431,35.98,920189167
2017-11-24T19:00:00.000Z,2076941312,359110045,unkn  ppd id: 1018375  11-24,48.71,1525790470
2017-11-24T19:00:00.000Z,2076941285,1638818160,AVB Brandsource     ppd id: 1022147,37.59,455476705
2017-11-24T19:00:00.000Z,2076941284,887300947,unkn    ppd id: 828556  Raleigh,22.76,576697624
2017-11-24T19:00:00.000Z,2076941195,847200066,Wal-Mart  arc id: 624302     Suva,99.7,687701170
2017-11-24T19:00:00.000Z,2076941161,1898522855,unkn     ccd id: 369169,371.82,1601875893
2017-11-24T19:00:00.000Z,2076941160,847200066,unkn    ppd id: 239171   11-25,396.99,833041975
2017-11-24T19:00:00.000Z,2076941159,85291309,Ahold    arc id: 767711    11-26,2.7,559832710
2017-11-24T19:00:00.000Z,2076940321,1903529855,Starbucks       Providence   11-26,43.54,275328977
2017-11-24T19:00:00.000Z,2076940235,1898522855,Target     ccd id: 591718,2225.44,1676567417
2017-11-24T19:00:00.000Z,2076940174,356284552,Publix Super Markets     arc id: 496619,31.11,1719678677
2017-11-24T19:00:00.000Z,2076940166,85291309,Ahold,19.79,668870263
2017-11-24T19:00:00.000Z,2076940139,1076023740,unkn     arc id: 640819     Colombo  11-24,60.85,2065205159
2017-11-24T19:00:00.000Z,2076939454,486576507,iTunes    ppd id: 358302     Kuwait City,24.88,1410131357
2017-11-24T19:00:00.000Z,2076939452,847200066,unkn       Addis Ababa    11-25,16.55,351385422
2017-11-24T19:00:00.000Z,2076939395,562903918,McDonald's  ppd id: 520397,9.21,216135201
2017-11-24T19:00:00.000Z,2076939392,2077350195,Walgreen       Colombo,89.78,2065205159
2017-11-24T19:00:00.000Z,2076939362,44686722,Ace Hardware   ppd id: 499132     11-26,98.89,559832710
2017-11-24T19:00:00.000Z,2076939304,847200066,Wal-Mart    arc id: 343236,68.18,1751141247
2017-11-24T19:00:00.000Z,2076939300,1768219832,Macy's    arc id: 485111  Managua,113.1,1359730291
2017-11-24T19:00:00.000Z,2076939272,1212038947,unkn   ppd id: 136352  Lilongwe,84.33,1198308439
2017-11-24T19:00:00.000Z,2076939240,771066397,Michael's   arc id: 182411   Atlanta     11-25,70.14,1601875893
2017-11-24T19:00:00.000Z,2076939205,1953761884,unkn   arc id: 230001     Maseru     11-26,233.88,1998549640
2017-11-24T19:00:00.000Z,39147933,1903529855,unkn     ccd id: 428161    11-25,13.67,353140025
2017-11-24T19:00:00.000Z,39147962,2145070162,Kohl's       Paris,225.79,926581725
2017-11-24T19:00:00.000Z,39147966,847200066,Wal-Mart   ppd id: 652230    Charleston   11-26,387.34,2043825401
2017-11-24T19:00:00.000Z,39148002,847200066,Wal-Mart   ccd id: 415649   Tashkent     11-25,19.77,797956387
2017-11-24T19:00:00.000Z,39148029,1070485878,Amazon.com     Sofia,36.97,1442775573
2017-11-24T19:00:00.000Z,39148031,2001148981,unkn,216.46,455476705
2017-11-24T19:00:00.000Z,39148033,354400420,Subway   arc id: 502410   Paramaribo     11-24,23.87,1200592540
2017-11-24T19:00:00.000Z,39148057,847200066,unkn  ccd id: 221571,4.79,2068475652
2017-11-24T19:00:00.000Z,39148059,847200066,Wal-Mart    ccd id: 607472,1169.98,1690909999
2017-11-24T19:00:00.000Z,39148095,85291309,Ahold   arc id: 826637  Andorra la Vella,68.94,2008587661
2017-11-24T19:00:00.000Z,39148118,562903918,unkn    ccd id: 882515   11-26,38.11,1462628288
2017-11-24T19:00:00.000Z,39148122,1232435973,Toys R Us   ccd id: 727988     Columbus    11-24,1460.99,856233063
2017-11-24T19:00:00.000Z,39148831,887300947,unkn    arc id: 895194     Hartford   11-25,1864.14,1751141247
2017-11-24T19:00:00.000Z,39148838,847200066,unkn   ppd id: 764019   Canberra,2642.18,381349011
2017-11-24T19:00:00.000Z,39148931,562903918,unkn       Jakarta,18.5,1244228018
2017-11-24T19:00:00.000Z,39148955,2001148981,Costco     arc id: 419786  Juba      11-25,421.12,280003029
2017-11-24T19:00:00.000Z,39148991,400404203,CVS,2604.55,1773594648
2017-11-24T19:00:00.000Z,39149049,1334799521,TJ Max,22.15,2117800149
2017-11-24T19:00:00.000Z,39149056,847200066,unkn    ppd id: 654052   Port-au-Prince    11-24,992.92,189530306
2017-11-24T19:00:00.000Z,39149081,1768219832,Macy's   ppd id: 120612   Sarajevo  11-24,71.65,263493631
2017-11-24T19:00:00.000Z,39149113,847200066,unkn     ccd id: 810696  Nashville,14.27,1217211842
2017-11-24T19:00:00.000Z,39149793,2145070162,Kohl's   arc id: 801777  Little Rock,27.42,45522086
2017-11-24T19:00:00.000Z,39149800,887300947,Kroger     arc id: 413572     11-25,66.28,654232306
2017-11-24T19:00:00.000Z,39149831,511877722,unkn   arc id: 398676,88.8,781290085
2017-11-24T19:00:00.000Z,39149886,1070485878,Amazon.com  ppd id: 1077877  Dover,46.93,1773594648
2017-11-24T19:00:00.000Z,39149891,1898522855,unkn    ccd id: 313291  Bismarck,54.39,2055198208
2017-11-24T19:00:00.000Z,39149892,1898522855,Target  arc id: 549920,17.73,1142298895
2017-11-24T19:00:00.000Z,39149922,85291309,Ahold   arc id: 148370   Nicosia    11-26,41.85,1261183558
2017-11-24T19:00:00.000Z,39149950,1070485878,Amazon.com,69.65,1646415505
2017-11-24T19:00:00.000Z,39149977,1953761884,Home Depot  ccd id: 1035076  Olympia     11-25,2.53,1985376021
2017-11-24T19:00:00.000Z,39149978,356284552,Publix Super Markets    ccd id: 711906,16.92,373950357
2017-11-24T19:00:00.000Z,39149981,103953879,Rite Aid,9.34,2096878759
2017-11-24T19:00:00.000Z,39150009,847200066,Wal-Mart     arc id: 1040964    Baton Rouge     11-26,2460.83,485114748
2017-11-24T19:00:00.000Z,39150017,2077350195,Walgreen  ccd id: 120036   Bismarck,35.71,2055198208
2017-11-24T19:00:00.000Z,39150075,847200066,unkn       11-24,97.28,605788473
2017-11-24T19:00:00.000Z,39150077,847200066,Wal-Mart   arc id: 803358  Bishkek,16.9,2056066328
2017-11-24T19:00:00.000Z,39150753,87529419,Albertsons,738.26,2043825401
2017-11-24T19:00:00.000Z,39150760,1898522855,Target     arc id: 256138   Lilongwe,10.56,1198308439
2017-11-24T19:00:00.000Z,39150761,1245928212,unkn    ccd id: 1058988   Little Rock,17.33,45522086
2017-11-24T19:00:00.000Z,39150787,2077350195,Walgreen  ccd id: 143770,47.25,459344513
2017-11-24T19:00:00.000Z,39150818,143327090,Menard   arc id: 503614,25.3,1604428114
2017-11-24T19:00:00.000Z,39150822,2077350195,unkn  ccd id: 1006982    Tegucigalpa     11-24,2413.95,833041975
2017-11-24T19:00:00.000Z,39150845,1953761884,Home Depot   arc id: 262569,48.43,2068475652
2017-11-24T19:00:00.000Z,39150849,2001148981,Costco   arc id: 224286   11-25,325.46,45522086
2017-11-24T19:00:00.000Z,39150852,1006678445,Signet Jewelers   arc id: 842179   11-26,48.99,1985376021
2017-11-24T19:00:00.000Z,39150877,202319369,J.C. Penney  arc id: 359349,2435.8,1840913006
2017-11-24T19:00:00.000Z,39150908,847200066,unkn   arc id: 234539  London    11-25,2336.45,1436338050
2017-11-24T19:00:00.000Z,39150915,2092104004,unkn  ppd id: 160044     Augusta,1600.78,1813967666
2017-11-24T19:00:00.000Z,39150938,1898522855,Target     ccd id: 652916     11-25,457.1,1676567417
2017-11-24T19:00:00.000Z,39150969,2077350195,Walgreen   ccd id: 246657     Doha,2470.95,1609326953
2017-11-24T19:00:00.000Z,39151008,1953761884,Home Depot  arc id: 315018  Lansing,98.89,1199707678
2017-11-24T19:00:00.000Z,39151039,1273066548,7-Eleven   ppd id: 891076    Boston,91.55,1141716004
2017-11-24T19:00:00.000Z,39151040,683159064,Safeway,443,1200592540
2017-11-24T19:00:00.000Z,39151713,1953761884,unkn  ppd id: 807857,9,28424447
2017-11-24T19:00:00.000Z,39151716,2001148981,Costco    ccd id: 1051026,74.27,1855530529
2017-11-24T19:00:00.000Z,39151720,44686722,Ace Hardware     ppd id: 146027     11-25,2742.8,1607451095
2017-11-24T19:00:00.000Z,39151808,2120842315,unkn  ccd id: 994956  Sanaa,15.29,1084163120
2017-11-24T19:00:00.000Z,39151814,400404203,CVS      Jefferson City     11-26,71.5,1345953582
2017-11-24T19:00:00.000Z,39151875,1445595477,Meijer  ccd id: 239852,477.47,390894490
2017-11-24T19:00:00.000Z,39151901,103953879,Rite Aid   arc id: 999970   Salem,31.45,455476705
2017-11-24T19:00:00.000Z,39151968,799199962,PetSmart     ppd id: 1016426     Manama,1843.21,414653088
2017-11-24T19:00:00.000Z,39152711,2077350195,Walgreen,5.77,2068475652
2017-11-24T19:00:00.000Z,39152771,316135668,Hudson's Bay     arc id: 1033678,21.66,1126623009
2017-11-24T19:00:00.000Z,39152834,1903529855,Starbucks  ccd id: 753970    Phoenix   11-25,20.14,72978597
2017-11-24T19:00:00.000Z,39152927,1349448359,unkn  ppd id: 497440,251.4,559832710
2017-11-24T19:00:00.000Z,39153697,847200066,Wal-Mart   ccd id: 289397   Tunis     11-26,2159.96,1589088334
2017-11-24T19:00:00.000Z,39153704,847200066,Wal-Mart,33.66,1676567417
2017-11-24T19:00:00.000Z,39153763,1232435973,Toys R Us  arc id: 577993     Tehran     11-24,39.15,1681951424
2017-11-24T19:00:00.000Z,39153858,847200066,Wal-Mart     ppd id: 1004440   Port Moresby,35.34,2129106326
2017-11-24T19:00:00.000Z,39153861,1295306792,Dick's Sporting Goods     Saint Paul,16.28,2068475652
2017-11-24T19:00:00.000Z,39153888,1334799521,TJ Max     ppd id: 313094   Charleston   11-26,285.33,2043825401
2017-11-24T19:00:00.000Z,39153915,1522061472,YUM! Brands       Guatemala City,39.22,1567838466
2017-11-24T19:00:00.000Z,39154603,887300947,Kroger   arc id: 333696,270.6,1249235966
2017-11-24T19:00:00.000Z,39154658,1366849595,Dunkin' Donuts     arc id: 613667   Abu Dhabi,96.87,2033929143
2017-11-24T19:00:00.000Z,39154664,2001148981,Costco  ccd id: 125673,48.34,485114748
2017-11-24T19:00:00.000Z,39154665,1898522855,unkn   arc id: 890708   Atlanta  11-25,972.49,1601875893
2017-11-24T19:00:00.000Z,39154697,918488728,unkn    arc id: 541571,17.4,1676567417
2017-11-24T19:00:00.000Z,39154751,847200066,Wal-Mart    ccd id: 322797   11-25,393.22,481821583
2017-11-24T19:00:00.000Z,39154757,2001148981,unkn    arc id: 573087,40.75,1607451095
2017-11-24T19:00:00.000Z,39154787,847200066,unkn   ccd id: 260831   Caracas,30.35,1663872965
2017-11-24T19:00:00.000Z,39154853,2077350195,Walgreen   ppd id: 303518   San Marino     11-25,4.4,129711554
2017-11-24T19:00:00.000Z,39154876,847200066,Wal-Mart   ppd id: 493760     Lansing,87.73,1199707678
2017-11-24T19:00:00.000Z,39155558,400404203,unkn   ccd id: 492365,19.44,669787326
2017-11-24T19:00:00.000Z,39155563,400404203,CVS  ppd id: 510117  Austin,9.96,831124332
2017-11-24T19:00:00.000Z,39155622,1953761884,unkn     ccd id: 582349     Juneau,46.63,383426253
2017-11-24T19:00:00.000Z,39155682,62988535,Bed Bath & Beyond     ppd id: 123941   Kingstown,405.99,1483931123
2017-11-24T19:00:00.000Z,39155687,847200066,Wal-Mart     ppd id: 735976    Palikir,34.71,2078628066
2017-11-24T19:00:00.000Z,39155714,847200066,unkn        Islamabad,279.3,637093548
2017-11-24T19:00:00.000Z,39155746,2001148981,Costco         Monrovia,46.24,668870263
2017-11-24T19:00:00.000Z,39155774,847200066,Wal-Mart     ccd id: 492715    11-26,2781.37,1345953582
2017-11-24T19:00:00.000Z,39155807,2120842315,Burger King  ccd id: 882551     Dushanbe,21.95,353140025
2017-11-24T19:00:00.000Z,39156521,2092104004,unkn    arc id: 435071  11-24,98.33,1545972631
2017-11-24T19:00:00.000Z,39156549,714302321,Ross     arc id: 597142    11-24,49.73,481821583
2017-11-24T19:00:00.000Z,39156553,234988535,Foot Locker    Montpelier,1123.37,2074005445
2017-11-24T19:00:00.000Z,39156558,151850986,True Value   ppd id: 777924  Malabo,790.26,1487919653
2017-11-24T19:00:00.000Z,39156644,486576507,iTunes  ccd id: 467083    Juneau,43.28,383426253
2017-11-24T19:00:00.000Z,39156645,714302321,Ross    ccd id: 945410    Windhoek,43.32,1545831051
2017-11-24T19:00:00.000Z,39156650,1445595477,unkn  arc id: 211660     Tallahassee,1863.19,810296651
2017-11-24T19:00:00.000Z,39156677,1638818160,AVB Brandsource      Saint Paul,10.13,2068475652
2017-11-24T19:00:00.000Z,39156705,562903918,McDonald's   ppd id: 230595     Tegucigalpa,836.57,833041975
2017-11-24T19:00:00.000Z,39156710,511877722,Best Buy  ppd id: 304266  Bratislava,56.69,354022146
2017-11-24T19:00:00.000Z,39156736,2001148981,Costco     ccd id: 528646,1434.1,1249235966
2017-11-24T19:00:00.000Z,39156744,1070485878,Amazon.com  arc id: 309966    Saint Paul     11-24,24.18,2068475652
2017-11-24T19:00:00.000Z,39156766,62988535,Bed Bath & Beyond        Kingston   11-26,1.47,407629665
2017-11-24T19:00:00.000Z,39156770,2077350195,Walgreen   arc id: 496545    11-24,23.99,1985376021
2017-11-24T19:00:00.000Z,39156799,847200066,unkn    arc id: 577926,12.83,1439918695
2017-11-24T19:00:00.000Z,39156803,847200066,Wal-Mart        Little Rock,49.2,45522086
2017-11-24T19:00:00.000Z,39177661,1429095612,Ikea   ppd id: 821030   Roseau,5.26,497428812
2017-11-24T19:00:00.000Z,39177662,714302321,unkn       Apia,1.61,236640715
2017-11-24T19:00:00.000Z,39177727,400404203,CVS   arc id: 524849,27.48,627640221
2017-11-24T19:00:00.000Z,39177728,1996661856,unkn       Cairo,38.94,1225078798
2017-11-24T19:00:00.000Z,39177730,2077350195,unkn  arc id: 151582  Montpelier     11-24,489.51,2074005445
2017-11-24T19:00:00.000Z,39177754,663557087,Chick-fil-A    arc id: 998805    Sofia,19.39,1442775573
2017-11-24T19:00:00.000Z,39177756,847200066,unkn     ppd id: 1055167  Port-Vila,34.13,720701459
2017-11-24T19:00:00.000Z,39177792,1076023740,Aldi   ppd id: 369357   Bujumbura,36.81,310083237
2017-11-24T19:00:00.000Z,39177849,1953761884,Home Depot    arc id: 536828   Baton Rouge,56.4,485114748
2017-11-24T19:00:00.000Z,39177886,683159064,Safeway  ppd id: 686873   11-25,27.7,2043825401
2017-11-24T19:00:00.000Z,39178627,1903529855,unkn     ccd id: 550076,8.39,1753088626
2017-11-24T19:00:00.000Z,39178629,1273066548,7-Eleven   ppd id: 149970  11-26,45.54,1314899995
2017-11-24T19:00:00.000Z,39178658,847200066,unkn   ppd id: 699641  Salt Lake City  11-26,77.66,2031527420
2017-11-24T19:00:00.000Z,39178687,1898522855,Target  ppd id: 292256     Atlanta,465.37,1601875893
2017-11-24T19:00:00.000Z,39178717,847200066,unkn   ccd id: 651073     11-26,70.77,287177635
2017-11-24T19:00:00.000Z,39178719,2092104004,SUPERVALU  arc id: 357815    Thimphu    11-26,392.9,149195426
2017-11-24T19:00:00.000Z,39178721,1212038947,Good Neighbor Pharmacy    ccd id: 902092,39.9,1690909999
2017-11-24T19:00:00.000Z,39178723,847200066,unkn  ccd id: 1045908   Male     11-26,34.57,2130657559
2017-11-24T19:00:00.000Z,39178750,1654681099,unkn     arc id: 927431   Tirana   11-24,46.62,12878479
2017-11-24T19:00:00.000Z,39178778,847200066,Wal-Mart  ppd id: 844278  Baton Rouge    11-26,67.49,485114748
2017-11-24T19:00:00.000Z,39178779,847200066,unkn      Saint George's,1062.28,117878750
2017-11-24T19:00:00.000Z,39178781,847200066,unkn  ppd id: 182557,2493.52,1790189812
2017-11-24T19:00:00.000Z,39178807,1429095612,Ikea     Tashkent,47.3,797956387
2017-11-24T19:00:00.000Z,39178841,2001148981,Costco   ppd id: 606364,35.33,2015875366
2017-11-24T19:00:00.000Z,39178845,1953761884,unkn      Tallinn,26.43,917204615
2017-11-24T19:00:00.000Z,39178869,1273066548,7-Eleven     ccd id: 406445     11-24,43,668870263
2017-11-24T19:00:00.000Z,39178872,400404203,unkn     arc id: 148890,17.46,1722610684
2017-11-24T19:00:00.000Z,39178873,907117129,unkn     ccd id: 234426,346.98,45522086
2017-11-24T19:00:00.000Z,39178904,1273066548,7-Eleven    arc id: 117998,39.54,72978597
2017-11-24T19:00:00.000Z,39178905,663557087,Chick-fil-A       Columbus,38.21,856233063
2017-11-24T19:00:00.000Z,39178909,1076023740,Aldi  ppd id: 833909,31.27,1042513685
2017-11-24T19:00:00.000Z,39179583,1445595477,Meijer  ccd id: 975023,317.2,381349011
2017-11-24T19:00:00.000Z,39179585,714302321,Ross  ccd id: 238818,70.45,352952442
2017-11-24T19:00:00.000Z,39179621,1522061472,YUM! Brands  arc id: 391838   Gaborone  11-25,43.9,1687023604
2017-11-24T19:00:00.000Z,39179648,847200066,unkn   ppd id: 580266    11-24,44.26,1687023604
2017-11-24T19:00:00.000Z,39179653,2001148981,unkn       11-25,227.63,1698762556
2017-11-24T19:00:00.000Z,39179682,1898522855,Target   arc id: 235499,166.1,1710668653
2017-11-24T19:00:00.000Z,39179715,1953761884,unkn,2454.1,390894490
2017-11-24T19:00:00.000Z,39179743,1829435024,unkn    ppd id: 918206,171.39,903387909
2017-11-24T19:00:00.000Z,39179804,847200066,unkn        Tarawa Atoll,317,150316926
2017-11-24T19:00:00.000Z,39179867,2077350195,Walgreen     arc id: 795520,2875.82,1802488818
2017-11-24T19:00:00.000Z,39179869,847200066,Wal-Mart  arc id: 648265     Trenton     11-25,13.86,1802488818
2017-11-24T19:00:00.000Z,39180641,85291309,Ahold  ccd id: 752062  Little Rock,32.82,45522086
2017-11-24T19:00:00.000Z,39180644,1898522855,Target   ccd id: 784734  Riyadh   11-26,64.15,1722610684
2017-11-24T19:00:00.000Z,39180701,1151247078,Dillard's         Kinshasa,39.45,569532635
2017-11-24T19:00:00.000Z,39180703,847200066,Wal-Mart  arc id: 152835,280.96,2129106326
2017-11-24T19:00:00.000Z,39180732,914585647,unkn  arc id: 970246     Muscat,418.93,198096267
2017-11-24T19:00:00.000Z,39180735,643354906,unkn         Des Moines,249.18,1765788038
2017-11-24T19:00:00.000Z,39180766,486576507,iTunes   arc id: 1024499   Salt Lake City  11-25,96.2,2031527420
2017-11-24T19:00:00.000Z,39180768,683159064,Safeway    ccd id: 461104  11-24,21.2,2001708947
2017-11-24T19:00:00.000Z,39181510,2077350195,Walgreen     arc id: 395235   11-25,1833.28,1473896156
2017-11-24T19:00:00.000Z,39181667,1768219832,unkn      11-24,978.89,2130657559
2017-11-24T19:00:00.000Z,39181691,1076023740,unkn    ppd id: 155064    Asmara    11-26,295.72,654232306
2017-11-24T19:00:00.000Z,39181696,1273066548,unkn  ccd id: 341751   Rabat,84.9,183843225
2017-11-24T19:00:00.000Z,39181699,1888067226,unkn      Boston  11-24,66.94,1141716004
2017-11-24T19:00:00.000Z,39181784,847200066,Wal-Mart   arc id: 152427,1032.64,1751141247
2017-11-24T19:00:00.000Z,39182474,847200066,unkn    arc id: 650236  Springfield,54,1690909999
2017-11-24T19:00:00.000Z,39182527,914585647,Whole Foods Market,136.18,1607451095
2017-11-24T19:00:00.000Z,39182595,87529419,Albertsons   arc id: 991750    Helena,842.67,1683103551
2017-11-24T19:00:00.000Z,39182620,847200066,Wal-Mart  ppd id: 682212  11-24,427.85,365900539
2017-11-24T19:00:00.000Z,39182660,887300947,Kroger    ppd id: 396081    11-26,167.1,1199707678
2017-11-24T19:00:00.000Z,39182744,2077350195,unkn     arc id: 195910    Madison,402.15,1194163531
2017-11-24T19:00:00.000Z,39182749,1510205066,Health Mart    ccd id: 556681     Algiers  11-26,424.23,1646415505
2017-11-24T19:00:00.000Z,39183429,103953879,Rite Aid  ppd id: 503162,247.67,557090903
2017-11-24T19:00:00.000Z,39183433,887300947,Kroger    ccd id: 741313,73.16,28424447
2017-11-24T19:00:00.000Z,39183462,356284552,Publix Super Markets     ccd id: 568562   Jefferson City,441.76,1345953582
